年,月,日,気温,品質,均質
2016,10,5,25.3,8,1
2016,10,6,23.1,8,1
2016,10,7,22.9,8,1
2016,10,8,23.7,8,1
2016,10,9,20,8,1
2016,10,10,19.1,8,1
2016,10,11,17.9,8,1
2016,10,12,19.1,8,1
2016,10,13,18.9,8,1
2016,10,14,19.2,8,1
2016,10,15,18.8,8,1
2016,10,16,20.1,8,1
2016,10,17,21.9,8,1
2016,10,18,22,8,1
2016,10,19,20.7,8,1
2016,10,20,20.1,8,1
2016,10,21,19.4,8,1
2016,10,22,18.4,8,1
2016,10,23,19.2,8,1
2016,10,24,17.8,8,1
2016,10,25,19.8,8,1
2016,10,26,20.7,8,1
2016,10,27,20.1,8,1
2016,10,28,19.5,8,1
2016,10,29,18.3,8,1
2016,10,30,16.3,8,1
2016,10,31,14.6,8,1
2016,11,1,13.1,8,1
2016,11,2,12.2,8,1
2016,11,3,12.4,8,1
2016,11,4,13.3,8,1
2016,11,5,15.6,8,1
2016,11,6,16.6,8,1
2016,11,7,13.5,8,1
2016,11,8,13.6,8,1
2016,11,9,13.4,8,1
2016,11,10,11.3,8,1
2016,11,11,14.1,8,1
2016,11,12,13.9,8,1
2016,11,13,15.6,8,1
2016,11,14,17,8,1
2016,11,15,17.4,8,1
2016,11,16,13.4,8,1
2016,11,17,13.4,8,1
2016,11,18,15.2,8,1
2016,11,19,19.6,8,1
2016,11,20,18,8,1
2016,11,21,15.6,8,1
2016,11,22,15.8,8,1
2016,11,23,13.1,8,1
2016,11,24,9.2,8,1
2016,11,25,8.7,8,1
2016,11,26,9.8,8,1
2016,11,27,11.6,8,1
2016,11,28,10.6,8,1
2016,11,29,10.1,8,1
2016,11,30,11.8,8,1
2016,12,1,13.4,8,1
2016,12,2,10.8,8,1
2016,12,3,9.7,8,1
2016,12,4,10.7,8,1
2016,12,5,13.1,8,1
2016,12,6,10.6,8,1
2016,12,7,8.1,8,1
2016,12,8,10.1,8,1
2016,12,9,11.9,8,1
2016,12,10,9,8,1
2016,12,11,8,8,1
2016,12,12,9.3,8,1
2016,12,13,11.5,8,1
2016,12,14,9.8,8,1
2016,12,15,6.9,8,1
2016,12,16,5.4,8,1
2016,12,17,6.7,8,1
2016,12,18,8.7,8,1
2016,12,19,11,8,1
2016,12,20,13.1,8,1
2016,12,21,14.4,8,1
2016,12,22,15.1,8,1
2016,12,23,8.9,8,1
2016,12,24,8.9,8,1
2016,12,25,10,8,1
2016,12,26,12.3,8,1
2016,12,27,10,8,1
2016,12,28,6.5,8,1
2016,12,29,5.7,8,1
2016,12,30,5.1,8,1
2016,12,31,6.9,8,1
2017,1,1,7.4,8,1
2017,1,2,8,8,1
2017,1,3,9.2,8,1
2017,1,4,8.7,8,1
2017,1,5,8.7,8,1
2017,1,6,8.2,8,1
2017,1,7,6.7,8,1
2017,1,8,10.4,8,1
2017,1,9,9.9,8,1
2017,1,10,7.7,8,1
2017,1,11,5.8,8,1
2017,1,12,7.2,8,1
2017,1,13,7.2,8,1
2017,1,14,3.9,8,1
2017,1,15,2.7,8,1
2017,1,16,2.8,8,1
2017,1,17,4.7,8,1
2017,1,18,6.8,8,1
2017,1,19,8.4,8,1
2017,1,20,6.3,8,1
2017,1,21,5.9,8,1
2017,1,22,4.4,8,1
2017,1,23,2.6,8,1
2017,1,24,3.4,8,1
2017,1,25,3,8,1
2017,1,26,5.3,8,1
2017,1,27,8.2,8,1
2017,1,28,6.8,8,1
2017,1,29,10,8,1
2017,1,30,9.9,8,1
2017,1,31,6.9,8,1
2017,2,1,7.2,8,1
2017,2,2,5.5,8,1
2017,2,3,7.1,8,1
2017,2,4,10.1,8,1
2017,2,5,10.5,8,1
2017,2,6,7.8,8,1
2017,2,7,7.4,8,1
2017,2,8,6.8,8,1
2017,2,9,4.8,8,1
2017,2,10,2.5,8,1
2017,2,11,2.5,8,1
2017,2,12,3.4,8,1
2017,2,13,4.8,8,1
2017,2,14,7.5,8,1
2017,2,15,7.3,8,1
2017,2,16,11.2,8,1
2017,2,17,13.9,8,1
2017,2,18,8.9,8,1
2017,2,19,7.9,8,1
2017,2,20,11.8,8,1
2017,2,21,6.9,8,1
2017,2,22,7.9,8,1
2017,2,23,9.7,8,1
2017,2,24,6,8,1
2017,2,25,5.9,8,1
2017,2,26,7.8,8,1
2017,2,27,7.3,8,1
2017,2,28,7.5,8,1
2017,3,1,7.8,8,1
2017,3,2,8.8,8,1
2017,3,3,8.3,8,1
2017,3,4,9.6,8,1
2017,3,5,9.9,8,1
2017,3,6,10,8,1
2017,3,7,6.7,8,1
2017,3,8,5.1,8,1
2017,3,9,8.4,8,1
2017,3,10,10,8,1
2017,3,11,8.5,8,1
2017,3,12,10.1,8,1
2017,3,13,10.8,8,1
2017,3,14,10.3,8,1
2017,3,15,8.7,8,1
2017,3,16,8.5,8,1
2017,3,17,8.4,8,1
2017,3,18,8.9,8,1
2017,3,19,11.4,8,1
2017,3,20,10.6,8,1
2017,3,21,10.5,8,1
2017,3,22,9.7,8,1
2017,3,23,10.5,8,1
2017,3,24,9.8,8,1
2017,3,25,9.7,8,1
2017,3,26,9.4,8,1
2017,3,27,9,8,1
2017,3,28,10.7,8,1
2017,3,29,11.2,8,1
2017,3,30,14.2,8,1
2017,3,31,9.6,8,1
2017,4,1,10.2,8,1
2017,4,2,8.6,8,1
2017,4,3,11.5,8,1
2017,4,4,13.9,8,1
2017,4,5,16.4,8,1
2017,4,6,16.6,8,1
2017,4,7,16.8,8,1
2017,4,8,18.1,8,1
2017,4,9,15.5,8,1
2017,4,10,12.1,8,1
2017,4,11,12.5,8,1
2017,4,12,13.3,8,1
2017,4,13,14.9,8,1
2017,4,14,18.3,8,1
2017,4,15,19.9,8,1
2017,4,16,20.5,8,1
2017,4,17,19.1,8,1
2017,4,18,17.7,8,1
2017,4,19,15.8,8,1
2017,4,20,15.1,8,1
2017,4,21,15.9,8,1
2017,4,22,15.5,8,1
2017,4,23,14.7,8,1
2017,4,24,17.4,8,1
2017,4,25,19.6,8,1
2017,4,26,15.7,8,1
2017,4,27,15.3,8,1
2017,4,28,16.4,8,1
2017,4,29,19.1,8,1
2017,4,30,21.2,8,1
2017,5,1,18.2,8,1
2017,5,2,18.4,8,1
2017,5,3,20.3,8,1
2017,5,4,20.8,8,1
2017,5,5,22.3,8,1
2017,5,6,19.5,8,1
2017,5,7,20.2,8,1
2017,5,8,21.2,8,1
2017,5,9,16.6,8,1
2017,5,10,17.8,8,1
2017,5,11,21.7,8,1
2017,5,12,19.5,8,1
2017,5,13,18.5,8,1
2017,5,14,20.3,8,1
2017,5,15,18.7,8,1
2017,5,16,17.9,8,1
2017,5,17,18.5,8,1
2017,5,18,19.5,8,1
2017,5,19,21.9,8,1
2017,5,20,22.1,8,1
2017,5,21,22.1,8,1
2017,5,22,22.2,8,1
2017,5,23,22.9,8,1
2017,5,24,20.8,8,1
2017,5,25,21.6,8,1
2017,5,26,18.6,8,1
2017,5,27,18.9,8,1
2017,5,28,20.9,8,1
2017,5,29,23.9,8,1
2017,5,30,24.6,8,1
2017,5,31,23.6,5,1
2017,6,1,24.1,8,1
2017,6,2,21.1,8,1
2017,6,3,20.8,8,1
2017,6,4,21.5,8,1
2017,6,5,21.3,8,1
2017,6,6,21.1,8,1
2017,6,7,20,8,1
2017,6,8,20.5,8,1
2017,6,9,21.9,8,1
2017,6,10,23.1,8,1
2017,6,11,21.4,8,1
2017,6,12,20.1,8,1
2017,6,13,19.9,8,1
2017,6,14,21.4,8,1
2017,6,15,23,8,1
2017,6,16,22.4,8,1
2017,6,17,22.7,8,1
2017,6,18,23,8,1
2017,6,19,25.3,8,1
2017,6,20,23.1,8,1
2017,6,21,21.5,8,1
2017,6,22,23.5,8,1
2017,6,23,24.8,8,1
2017,6,24,23,8,1
2017,6,25,22.7,8,1
2017,6,26,24,8,1
2017,6,27,23.8,8,1
2017,6,28,24.6,8,1
2017,6,29,24.2,8,1
2017,6,30,26.9,8,1
2017,7,1,28.4,8,1
2017,7,2,28.6,8,1
2017,7,3,28.9,8,1
2017,7,4,27.1,8,1
2017,7,5,26,8,1
2017,7,6,24,8,1
2017,7,7,24.8,8,1
2017,7,8,28.6,8,1
2017,7,9,27.8,8,1
2017,7,10,28.5,8,1
2017,7,11,28.4,8,1
2017,7,12,27.7,8,1
2017,7,13,28.3,8,1
2017,7,14,29,8,1
2017,7,15,29.2,8,1
2017,7,16,29.4,8,1
2017,7,17,29.6,8,1
2017,7,18,28,8,1
2017,7,19,28.1,8,1
2017,7,20,29.6,8,1
2017,7,21,30.3,8,1
2017,7,22,30.3,8,1
2017,7,23,29.9,8,1
2017,7,24,29.4,8,1
2017,7,25,30.1,8,1
2017,7,26,29.3,8,1
2017,7,27,29.3,8,1
2017,7,28,29,8,1
2017,7,29,29.1,8,1
2017,7,30,29.4,8,1
2017,7,31,29.5,8,1
2017,8,1,29.2,8,1
2017,8,2,29,8,1
2017,8,3,29.3,8,1
2017,8,4,30.7,8,1
2017,8,5,30.2,8,1
2017,8,6,30.4,8,1
2017,8,7,28.9,8,1
2017,8,8,29.5,8,1
2017,8,9,28.1,8,1
2017,8,10,29.9,8,1
2017,8,11,28.1,8,1
2017,8,12,27.6,8,1
2017,8,13,27.5,8,1
2017,8,14,26.7,8,1
2017,8,15,27,8,1
2017,8,16,27.7,8,1
2017,8,17,27.5,8,1
2017,8,18,27.3,8,1
2017,8,19,27.3,8,1
2017,8,20,29.1,8,1
2017,8,21,28.8,8,1
2017,8,22,29.9,8,1
2017,8,23,30.1,8,1
2017,8,24,30.5,8,1
2017,8,25,29.8,8,1
2017,8,26,26.4,8,1
2017,8,27,26.9,8,1
2017,8,28,27.6,8,1
2017,8,29,27.6,8,1
2017,8,30,27.3,8,1
2017,8,31,26.7,8,1
2017,9,1,24.5,8,1
2017,9,2,24.6,8,1
2017,9,3,24.8,8,1
2017,9,4,24.2,8,1
2017,9,5,24.1,8,1
2017,9,6,26.5,8,1
2017,9,7,24.3,8,1
2017,9,8,24,8,1
2017,9,9,24.1,8,1
2017,9,10,26.1,8,1
2017,9,11,25.8,8,1
2017,9,12,24.6,8,1
2017,9,13,23.6,8,1
2017,9,14,23,8,1
2017,9,15,22.6,8,1
2017,9,16,21.6,8,1
2017,9,17,22.3,8,1
2017,9,18,23.6,8,1
2017,9,19,23.9,8,1
2017,9,20,24.2,8,1
2017,9,21,23.2,8,1
2017,9,22,22.2,8,1
2017,9,23,22.1,8,1
2017,9,24,21.3,8,1
2017,9,25,22.2,8,1
2017,9,26,24.1,8,1
2017,9,27,23.7,8,1
2017,9,28,21.9,8,1
2017,9,29,19.8,8,1
2017,9,30,20.3,8,1
2017,10,1,20,8,1
2017,10,2,21.3,8,1
2017,10,3,23,8,1
2017,10,4,21,8,1
2017,10,5,20.1,8,1
2017,10,6,19.7,8,1
2017,10,7,22.1,8,1
2017,10,8,22.4,8,1
2017,10,9,23.2,8,1
2017,10,10,23.5,8,1
2017,10,11,23.4,8,1
2017,10,12,21.3,8,1
2017,10,13,19.2,8,1
2017,10,14,20,8,1
2017,10,15,17,8,1
2017,10,16,16.5,8,1
2017,10,17,17.9,8,1
2017,10,18,17,8,1
2017,10,19,16.6,8,1
2017,10,20,19.2,8,1
2017,10,21,18.2,8,1
2017,10,22,18.8,8,1
2017,10,23,17,8,1
2017,10,24,16.7,8,1
2017,10,25,15.5,8,1
2017,10,26,15.4,8,1
2017,10,27,18.4,8,1
2017,10,28,19.1,8,1
2017,10,29,18.4,8,1
2017,10,30,15.4,8,1
2017,10,31,13.7,8,1
2017,11,1,14.8,8,1
2017,11,2,16.4,8,1
2017,11,3,17,8,1
2017,11,4,14.8,8,1
2017,11,5,12.8,8,1
2017,11,6,14.2,8,1
2017,11,7,16.6,8,1
2017,11,8,18,8,1
2017,11,9,15.7,8,1
2017,11,10,16.8,8,1
2017,11,11,14.1,8,1
2017,11,12,12.4,8,1
2017,11,13,13.9,8,1
2017,11,14,15.1,8,1
2017,11,15,12.8,8,1
2017,11,16,10.5,8,1
2017,11,17,9.6,8,1
2017,11,18,11.1,8,1
2017,11,19,7.8,8,1
2017,11,20,7.7,8,1
2017,11,21,8.3,8,1
2017,11,22,8.4,8,1
2017,11,23,9.7,8,1
2017,11,24,9.3,8,1
2017,11,25,9.5,8,1
2017,11,26,12.3,8,1
2017,11,27,11.9,8,1
2017,11,28,14.2,8,1
2017,11,29,14.4,8,1
2017,11,30,12.3,8,1
2017,12,1,7.3,8,1
2017,12,2,6.8,8,1
2017,12,3,8.6,8,1
2017,12,4,9.4,8,1
2017,12,5,5.3,8,1
2017,12,6,5.6,8,1
2017,12,7,8,8,1
2017,12,8,5.7,8,1
2017,12,9,6.7,8,1
2017,12,10,9.3,8,1
2017,12,11,7,8,1
2017,12,12,3.2,8,1
2017,12,13,4.3,8,1
2017,12,14,5.9,8,1
2017,12,15,7.5,8,1
2017,12,16,7.5,8,1
2017,12,17,3.4,8,1
2017,12,18,4.7,8,1
2017,12,19,7.2,8,1
2017,12,20,5.8,8,1
2017,12,21,5.4,8,1
2017,12,22,7.7,8,1
2017,12,23,8.9,8,1
2017,12,24,9.5,8,1
2017,12,25,7.1,8,1
2017,12,26,6.8,8,1
2017,12,27,4.1,8,1
2017,12,28,4.4,8,1
2017,12,29,7.4,8,1
2017,12,30,7.9,8,1
2017,12,31,8.2,8,1
2018,1,1,5.7,8,1
2018,1,2,4.8,8,1
2018,1,3,6.6,8,1
2018,1,4,5.2,8,1
2018,1,5,5.5,8,1
2018,1,6,6.2,8,1
2018,1,7,5.9,8,1
2018,1,8,10.2,8,1
2018,1,9,5.9,8,1
2018,1,10,2.8,8,1
2018,1,11,1.2,8,1
2018,1,12,0.8,8,1
2018,1,13,3,8,1
2018,1,14,3.8,8,1
2018,1,15,5,8,1
2018,1,16,10,8,1
2018,1,17,11.3,8,1
2018,1,18,8.8,8,1
2018,1,19,8.9,8,1
2018,1,20,7.4,8,1
2018,1,21,6.7,8,1
2018,1,22,5.9,8,1
2018,1,23,5.1,8,1
2018,1,24,0.1,8,1
2018,1,25,0.8,8,1
2018,1,26,1,8,1
2018,1,27,1.9,8,1
2018,1,28,3.3,8,1
2018,1,29,2.9,8,1
2018,1,30,2.1,8,1
2018,1,31,3.4,8,1
2018,2,1,5,8,1
2018,2,2,4.5,8,1
2018,2,3,4.2,8,1
2018,2,4,0.7,8,1
2018,2,5,0.5,8,1
2018,2,6,0,8,1
2018,2,7,0.5,8,1
2018,2,8,2.3,8,1
2018,2,9,6.1,8,1
2018,2,10,6.3,8,1
2018,2,11,2.9,8,1
2018,2,12,2.1,8,1
2018,2,13,3.1,8,1
2018,2,14,8.3,8,1
2018,2,15,8.7,8,1
2018,2,16,5.7,8,1
2018,2,17,5.9,8,1
2018,2,18,5.8,8,1
2018,2,19,7.7,8,1
2018,2,20,7.7,8,1
2018,2,21,7.8,8,1
2018,2,22,5.8,8,1
2018,2,23,5.9,8,1
2018,2,24,7.9,8,1
2018,2,25,8.1,8,1
2018,2,26,7.6,8,1
2018,2,27,8,8,1
2018,2,28,9.8,8,1
2018,3,1,10,8,1
2018,3,2,7.7,8,1
2018,3,3,7.6,8,1
2018,3,4,13.7,8,1
2018,3,5,11.9,8,1
2018,3,6,8.8,8,1
2018,3,7,9.1,8,1
2018,3,8,9.5,8,1
2018,3,9,6.5,8,1
2018,3,10,7.2,8,1
2018,3,11,9.3,8,1
2018,3,12,10.6,8,1
2018,3,13,13.1,8,1
2018,3,14,15.2,8,1
2018,3,15,15.7,8,1
2018,3,16,9.1,8,1
2018,3,17,8.4,8,1
2018,3,18,10.9,8,1
2018,3,19,12.4,8,1
2018,3,20,8.7,8,1
2018,3,21,7,8,1
2018,3,22,7.9,8,1
2018,3,23,8.6,8,1
2018,3,24,11.3,8,1
2018,3,25,13.5,8,1
2018,3,26,13.8,8,1
2018,3,27,14.8,8,1
2018,3,28,15.6,8,1
2018,3,29,15.4,8,1
2018,3,30,15.4,8,1
2018,3,31,15.1,8,1
2018,4,1,17.7,8,1
2018,4,2,18.6,8,1
2018,4,3,19.7,8,1
2018,4,4,17.6,8,1
2018,4,5,16.4,8,1
2018,4,6,14.5,8,1
2018,4,7,8.3,8,1
2018,4,8,10.5,8,1
2018,4,9,14.3,8,1
2018,4,10,17.5,8,1
2018,4,11,19.3,8,1
2018,4,12,17.8,8,1
2018,4,13,17.6,8,1
2018,4,14,17.5,8,1
2018,4,15,13.2,8,1
2018,4,16,14.1,8,1
2018,4,17,13.4,8,1
2018,4,18,14.2,8,1
2018,4,19,16,8,1
2018,4,20,17.8,8,1
2018,4,21,19.4,8,1
2018,4,22,19.4,8,1
2018,4,23,19.4,8,1
2018,4,24,16.9,8,1
2018,4,25,13.3,8,1
2018,4,26,13.4,5,1
2018,4,27,16,8,1
2018,4,28,16.9,8,1
2018,4,29,18.9,8,1
2018,4,30,20.7,8,1
2018,5,1,20.7,8,1
2018,5,2,19.5,8,1
2018,5,3,16.3,8,1
2018,5,4,16.4,8,1
2018,5,5,19.2,8,1
2018,5,6,18,8,1
2018,5,7,17.4,8,1
2018,5,8,15.7,8,1
2018,5,9,14.7,8,1
2018,5,10,14.3,8,1
2018,5,11,17.7,8,1
2018,5,12,20.9,8,1
2018,5,13,20,8,1
2018,5,14,20.1,8,1
2018,5,15,22.9,8,1
2018,5,16,25.2,8,1
2018,5,17,26.4,8,1
2018,5,18,23.1,8,1
2018,5,19,16.7,8,1
2018,5,20,17.8,8,1
2018,5,21,20.9,8,1
2018,5,22,22.3,8,1
2018,5,23,19.2,8,1
2018,5,24,19.3,8,1
2018,5,25,22.5,8,1
2018,5,26,21.5,8,1
2018,5,27,22.2,8,1
2018,5,28,21.7,8,1
2018,5,29,21.7,8,1
2018,5,30,23.5,8,1
2018,5,31,21.1,8,1
2018,6,1,20.3,8,1
2018,6,2,23.1,8,1
2018,6,3,22.8,8,1
2018,6,4,23.7,8,1
2018,6,5,19.9,8,1
2018,6,6,20.3,8,1
2018,6,7,23,8,1
2018,6,8,24.2,8,1
2018,6,9,23.7,8,1
2018,6,10,22.9,8,1
2018,6,11,20.3,8,1
2018,6,12,19.5,8,1
2018,6,13,20.2,8,1
2018,6,14,21.2,8,1
2018,6,15,21.6,8,1
2018,6,16,21.5,8,1
2018,6,17,24.1,8,1
2018,6,18,24.1,8,1
2018,6,19,23.3,8,1
2018,6,20,22.3,8,1
2018,6,21,23.7,8,1
2018,6,22,25,8,1
2018,6,23,22.6,8,1
2018,6,24,24.5,8,1
2018,6,25,25.9,8,1
2018,6,26,26.4,8,1
2018,6,27,27.7,8,1
2018,6,28,27.7,8,1
2018,6,29,24.4,8,1
2018,6,30,23.8,8,1
2018,7,1,27.8,8,1
2018,7,2,27.4,8,1
2018,7,3,25.1,8,1
2018,7,4,27.2,8,1
2018,7,5,24.8,8,1
2018,7,6,23.1,8,1
2018,7,7,21.8,8,1
2018,7,8,23.1,8,1
2018,7,9,27.1,8,1
2018,7,10,28.5,8,1
2018,7,11,28.7,8,1
2018,7,12,28.4,8,1
2018,7,13,28.4,8,1
2018,7,14,28.7,8,1
2018,7,15,29,8,1
2018,7,16,29.3,8,1
2018,7,17,29.2,8,1
2018,7,18,29.3,8,1
2018,7,19,30.6,8,1
2018,7,20,31.1,8,1
2018,7,21,30.3,8,1
2018,7,22,29.3,8,1
2018,7,23,29.1,8,1
2018,7,24,29.8,8,1
2018,7,25,29.9,8,1
2018,7,26,30.5,8,1
2018,7,27,29.8,8,1
2018,7,28,28.6,8,1
2018,7,29,26.5,8,1
2018,7,30,28.1,8,1
2018,7,31,29.5,8,1
2018,8,1,29.6,8,1
2018,8,2,30.4,8,1
2018,8,3,30.2,8,1
2018,8,4,29.7,8,1
2018,8,5,29.8,8,1
2018,8,6,30,8,1
2018,8,7,29.4,8,1
2018,8,8,27.5,8,1
2018,8,9,27.9,8,1
2018,8,10,29.1,8,1
2018,8,11,30.4,8,1
2018,8,12,31.1,8,1
2018,8,13,31.1,8,1
2018,8,14,31,8,1
2018,8,15,28.7,8,1
2018,8,16,28.1,8,1
2018,8,17,27.1,8,1
2018,8,18,26.6,8,1
2018,8,19,27.7,8,1
2018,8,20,27.9,8,1
2018,8,21,29.8,8,1
2018,8,22,30.3,8,1
2018,8,23,29.9,8,1
2018,8,24,30.1,8,1
2018,8,25,30.2,8,1
2018,8,26,30.4,8,1
2018,8,27,29.4,8,1
2018,8,28,29,8,1
2018,8,29,29.6,8,1
2018,8,30,28.2,8,1
2018,8,31,28.4,8,1
2018,9,1,24.8,8,1
2018,9,2,26.7,8,1
2018,9,3,28.3,8,1
2018,9,4,27.1,8,1
2018,9,5,26.5,8,1
2018,9,6,25.8,8,1
2018,9,7,24.7,8,1
2018,9,8,21.5,8,1
2018,9,9,22.3,8,1
2018,9,10,23.1,8,1
2018,9,11,23.9,8,1
2018,9,12,25.1,8,1
2018,9,13,24.7,8,1
2018,9,14,25.5,8,1
2018,9,15,26.2,8,1
2018,9,16,26.1,8,1
2018,9,17,25.5,8,1
2018,9,18,25.2,8,1
2018,9,19,24.8,8,1
2018,9,20,23.3,8,1
2018,9,21,25.2,8,1
2018,9,22,24.1,8,1
2018,9,23,23.5,8,1
2018,9,24,22.2,8,1
2018,9,25,22,8,1
2018,9,26,22,8,1
2018,9,27,22.1,8,1
2018,9,28,21.8,8,1
2018,9,29,18.9,8,1
2018,9,30,20.1,8,1
2018,10,1,20.4,8,1
2018,10,2,19.2,8,1
2018,10,3,19.6,8,1
2018,10,4,20.1,8,1
2018,10,5,23.6,8,1
2018,10,6,25.4,8,1
2018,10,7,22.2,8,1
2018,10,8,20.8,8,1
2018,10,9,20.7,8,1
2018,10,10,20.9,8,1
2018,10,11,16.7,8,1
2018,10,12,16.1,8,1
2018,10,13,16.9,8,1
2018,10,14,17.8,8,1
2018,10,15,18.5,8,1
2018,10,16,18.1,8,1
2018,10,17,17.7,8,1
2018,10,18,16.6,8,1
2018,10,19,16.9,8,1
2018,10,20,17.7,8,1
2018,10,21,15.5,8,1
2018,10,22,16.9,8,1
2018,10,23,17.5,8,1
2018,10,24,16.7,8,1
2018,10,25,16.1,8,1
2018,10,26,16.2,8,1
2018,10,27,16.6,8,1
2018,10,28,15.4,8,1
2018,10,29,17.8,8,1
2018,10,30,15,8,1
2018,10,31,13.3,8,1
2018,11,1,13.4,8,1
2018,11,2,13,8,1
2018,11,3,14.1,8,1
2018,11,4,14.8,8,1
2018,11,5,14.9,8,1
2018,11,6,15.8,8,1
2018,11,7,16.4,8,1
2018,11,8,19.2,8,1
2018,11,9,17.1,8,1
2018,11,10,14.5,8,1
2018,11,11,14.5,8,1
2018,11,12,13.3,8,1
2018,11,13,14.8,8,1
2018,11,14,13.1,8,1
2018,11,15,13,8,1
2018,11,16,11.6,8,1
2018,11,17,12.7,8,1
2018,11,18,12.6,8,1
2018,11,19,13,8,1
2018,11,20,10.7,8,1
2018,11,21,11,8,1
2018,11,22,11,8,1
2018,11,23,7.5,8,1
2018,11,24,9.5,8,1
2018,11,25,13.8,8,1
2018,11,26,12.6,8,1
2018,11,27,14.7,8,1
2018,11,28,14.1,8,1
2018,11,29,12.2,8,1
2018,11,30,12.1,8,1
2018,12,1,13.2,8,1
2018,12,2,13.6,8,1
2018,12,3,17,8,1
2018,12,4,19.2,8,1
2018,12,5,15.2,8,1
2018,12,6,12.6,8,1
2018,12,7,8.7,8,1
2018,12,8,4.9,8,1
2018,12,9,4.9,8,1
2018,12,10,5.8,8,1
2018,12,11,7.9,8,1
2018,12,12,9.1,8,1
2018,12,13,6.8,8,1
2018,12,14,7.5,8,1
2018,12,15,6.8,8,1
2018,12,16,7.2,8,1
2018,12,17,9.6,8,1
2018,12,18,9.3,8,1
2018,12,19,10.5,8,1
2018,12,20,12.5,8,1
2018,12,21,12.1,8,1
2018,12,22,13.9,8,1
2018,12,23,11.2,8,1
2018,12,24,6.9,8,1
2018,12,25,7.6,8,1
2018,12,26,8,8,1
2018,12,27,7.7,8,1
2018,12,28,2.6,8,1
2018,12,29,4,8,1
2018,12,30,5,8,1
2018,12,31,5.8,8,1